"时间", "平台", "定单ID", "日志类型", "价格", "数量", "消息"
2018-01-15 19:54:00,,,信息,,,Huobi/BCH_BTC 交易对订单 5 交易成功!平均卖出价格： 0.1462711 ，平均持仓价格： 0.114785 ，卖出数量： 40 ，毛收盈： 1.247742 ，累计毛收盈： 34.949937000000006
2018-01-15 19:58:00,,,信息,,,Huobi/BCH_BTC交易对当前发生了超过30%的超跌后回升超过8成，操作平仓
2018-01-15 19:58:00,Huobi,6,卖出,市价,606.5698,
2018-01-15 20:00:00,,,收益,63.207907,,
2018-01-15 20:00:00,,,信息,,,Huobi/BCH_BTC 交易对订单 6 交易成功!平均卖出价格： 0.1616949 ，平均持仓价格： 0.114785 ，卖出数量： 606.5698 ，毛收盈： 28.25797 ，累计毛收盈： 63.207907000000006
2018-01-15 20:00:00,,,信息,,,Huobi/BCH_BTC 交易对空仓至最小持币量，将指导买入价调整为 0.13824
2018-02-02 03:46:00,,,信息,,,当前基准买入价格 0.14656505 上次买入价格 0.14656505 动态买入点 0.05 当前持仓总量 20
2018-02-02 03:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以 0.1385811 的价格买入 40 个币，当前账户余额为： 110.91225275 。本次下单金额 5.5432440000000005 ，本次预期买入数量 40 ，预期成交价格 0.1385811
2018-02-02 03:46:00,Huobi,7,买入,市价,5.543244,
2018-02-02 03:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 7 买入交易已经成功!成交均价： 0.1385811 ，挂单买入： 5.5432 ，买到数量： 39.9196
2018-02-02 03:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.130823 ，总持仓数量： 59.9196 ，总持币成本： 7.838866
2018-02-02 20:20:00,,,信息,,,当前基准买入价格 0.1385811 上次买入价格 0.1385811 动态买入点 0.058 当前持仓总量 59.9196
2018-02-02 20:20:00,,,信息,,,Huobi/BCH_BTC交易对准备以 0.1289841 的价格买入 43.261 个币，当前账户余额为： 105.36908647 。本次下单金额 5.5799811501 ，本次预期买入数量 43.261 ，预期成交价格 0.1289841
2018-02-02 20:20:00,Huobi,8,买入,市价,5.5799811501,
2018-02-02 20:24:00,,,信息,,,Huobi/BCH_BTC 交易对订单 8 买入交易已经成功!成交均价： 0.1289841 ，挂单买入： 5.5799 ，买到数量： 43.1737
2018-02-02 20:24:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-02-02 20:24:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-02-02 20:24:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.130161 ，总持仓数量： 103.0933 ，总持币成本： 13.41872
2018-02-09 00:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1565149 的价格卖出 40 个币，当前持仓总量 103.0933 动态卖出点 0.2 基准卖出价 0.130161
2018-02-09 00:46:00,Huobi,9,卖出,市价,40,
2018-02-09 00:50:00,,,收益,64.249542,,
2018-02-09 00:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 9 交易成功!平均卖出价格： 0.1565149 ，平均持仓价格： 0.130161 ，卖出数量： 40 ，毛收盈： 1.041635 ，累计毛收盈： 64.249542
2018-02-09 00:50:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1562306 的价格卖出 43.0933 个币，当前持仓总量 63.0933 动态卖出点 0.195 基准卖出价 0.1565149
2018-02-09 00:50:00,Huobi,10,卖出,市价,43.0933,
2018-02-09 00:54:00,,,收益,65.359502,,
2018-02-09 00:54:00,,,信息,,,Huobi/BCH_BTC 交易对订单 10 交易成功!平均卖出价格： 0.1562306 ，平均持仓价格： 0.130161 ，卖出数量： 43.0933 ，毛收盈： 1.10996 ，累计毛收盈： 65.359502
2018-02-09 00:54:00,,,信息,,,Huobi/BCH_BTC 交易对空仓至最小持币量，将指导买入价调整为 0.143196
2018-02-14 21:46:00,,,信息,,,当前基准买入价格 0.14681254999999999 上次买入价格 0.14681254999999999 动态买入点 0.05 当前持仓总量 20
2018-02-14 21:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以 0.1387701 的价格买入 40 个币，当前账户余额为： 112.75633013 。本次下单金额 5.550804 ，本次预期买入数量 40 ，预期成交价格 0.1387701
2018-02-14 21:46:00,Huobi,11,买入,市价,5.550804,
2018-02-14 21:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 11 买入交易已经成功!成交均价： 0.1387701 ，挂单买入： 5.5508 ，买到数量： 39.9199
2018-02-14 21:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.136081 ，总持仓数量： 59.9199 ，总持币成本： 8.153988
2018-02-20 22:46:00,,,信息,,,当前基准买入价格 0.1387701 上次买入价格 0.1387701 动态买入点 0.058 当前持仓总量 59.9199
2018-02-20 22:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以 0.1301801 的价格买入 50.0602 个币，当前账户余额为： 107.20556223 。本次下单金额 6.51684184202 ，本次预期买入数量 50.0602 ，预期成交价格 0.1301801
2018-02-20 22:46:00,Huobi,12,买入,市价,6.51684184202,
2018-02-20 22:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 12 买入交易已经成功!成交均价： 0.1301801 ，挂单买入： 6.5168 ，买到数量： 49.9596
2018-02-20 22:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-02-20 22:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-02-20 22:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.133516 ，总持仓数量： 109.87950000000001 ，总持币成本： 14.670713
2018-02-22 18:58:00,,,信息,,,当前基准买入价格 0.1301801 上次买入价格 0.1301801 动态买入点 0.066 当前持仓总量 109.8795
2018-02-22 18:58:00,,,信息,,,Huobi/BCH_BTC交易对准备以 0.1205001 的价格买入 65.7362 个币，当前账户余额为： 100.68880902 。本次下单金额 7.921218673619999 ，本次预期买入数量 65.7362 ，预期成交价格 0.1205001
2018-02-22 18:58:00,Huobi,13,买入,市价,7.92121867362,
2018-02-22 19:00:00,,,信息,,,Huobi/BCH_BTC 交易对订单 13 买入交易已经成功!成交均价： 0.1205001 ，挂单买入： 7.9212 ，买到数量： 65.6045
2018-02-22 19:00:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-02-22 19:00:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-02-22 19:00:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.12874 ，总持仓数量： 175.48399999999998 ，总持币成本： 22.591831
2018-03-03 22:37:05,,,信息,,,当前基准买入价格 0.1205001 上次买入价格 0.1205001 动态买入点 0.07400000000000001 当前持仓总量 175.484
2018-03-03 22:37:05,,,信息,,,Huobi/BCH_BTC交易对准备以 0.1113401 的价格买入 80.0059 个币，当前账户余额为： 92.76764951 。本次下单金额 8.90786490659 ，本次预期买入数量 80.0059 ，预期成交价格 0.1113401
2018-03-03 22:37:05,Huobi,14,买入,市价,8.90786490659,
2018-03-03 22:58:00,,,信息,,,Huobi/BCH_BTC 交易对订单 14 买入交易已经成功!成交均价： 0.1113401 ，挂单买入： 8.9078 ，买到数量： 79.8452
2018-03-03 22:58:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-03-03 22:58:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-03-03 22:58:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.123368 ，总持仓数量： 255.32920000000001 ，总持币成本： 31.499563
2018-03-29 17:46:00,,,信息,,,当前基准买入价格 0.1113401 上次买入价格 0.1113401 动态买入点 0.08200000000000002 当前持仓总量 255.3292
2018-03-29 17:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以 0.1015001 的价格买入 98.1404 个币，当前账户余额为： 83.85989701 。本次下单金额 9.96126041404 ，本次预期买入数量 98.1404 ，预期成交价格 0.1015001
2018-03-29 17:46:00,Huobi,15,买入,市价,9.96126041404,
2018-03-29 17:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 15 买入交易已经成功!成交均价： 0.1015001 ，挂单买入： 9.9612 ，买到数量： 97.9435
2018-03-29 17:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-03-29 17:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-03-29 17:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.117361 ，总持仓数量： 353.2727 ，总持币成本： 41.46061
2018-04-01 18:37:05,,,信息,,,满足日K线创年半内新低之后加仓到 30.000000000000004 %的条件，可以操作买入
2018-04-01 18:37:05,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.30000000000000004 ，预计花费 0.05341232600000012
2018-04-01 18:37:05,Huobi,16,买入,市价,0.0534123260000001,
2018-04-01 18:58:00,,,信息,,,Huobi/BCH_BTC 交易对订单 16 买入交易已经成功!成交均价： 0.0948011 ，挂单买入： 0.0534 ，买到数量： 0.562
2018-04-01 18:58:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-01 18:58:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-01 18:58:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.117325 ，总持仓数量： 353.8347 ，总持币成本： 41.513822
2018-04-01 19:04:00,,,信息,,,满足日K线创年半内新低之后加仓到 30.000000000000004 %的条件，可以操作买入
2018-04-01 19:04:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.30000000000000004 ，预计花费 0.08219549200000387
2018-04-01 19:04:00,Huobi,17,买入,市价,0.0821954920000039,
2018-04-01 19:08:00,,,信息,,,Huobi/BCH_BTC 交易对订单 17 买入交易已经成功!成交均价： 0.0944498 ，挂单买入： 0.0821 ，买到数量： 0.8674
2018-04-01 19:08:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-01 19:08:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-01 19:08:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.11727 ，总持仓数量： 354.7021 ，总持币成本： 41.595746
2018-04-01 19:12:00,,,信息,,,满足日K线创年半内新低之后加仓到 30.000000000000004 %的条件，可以操作买入
2018-04-01 19:12:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.30000000000000004 ，预计花费 0.040682509000003364
2018-04-01 19:12:00,Huobi,18,买入,市价,0.0406825090000034,
2018-04-01 19:20:00,,,信息,,,Huobi/BCH_BTC 交易对订单 18 买入交易已经成功!成交均价： 0.0942771 ，挂单买入： 0.0406 ，买到数量： 0.4297
2018-04-01 19:20:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-01 19:20:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-01 19:20:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.117242 ，总持仓数量： 355.1318 ，总持币成本： 41.636507
2018-04-02 03:46:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-02 03:46:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 10.460956056
2018-04-02 03:46:00,Huobi,19,买入,市价,10.460956056,
2018-04-02 03:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 19 买入交易已经成功!成交均价： 0.0946301 ，挂单买入： 10.4609 ，买到数量： 110.324
2018-04-02 03:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-02 03:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-02 03:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111927 ，总持仓数量： 465.4558 ，总持币成本： 52.097214
2018-04-02 04:00:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-02 04:00:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.0024828200000044376
2018-04-02 04:00:00,Huobi,20,买入,市价,0.00248282000000444,
2018-04-02 04:04:00,,,信息,,,Huobi/BCH_BTC 交易对订单 20 买入交易已经成功!成交均价： 0.0946681 ，挂单买入： 0.0024 ，买到数量： 0.0252
2018-04-02 04:04:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-02 04:04:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-02 04:04:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111926 ，总持仓数量： 465.481 ，总持币成本： 52.099462
2018-04-02 04:32:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-02 04:32:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.056413456000008466
2018-04-02 04:32:00,Huobi,21,买入,市价,0.0564134560000085,
2018-04-02 04:36:00,,,信息,,,Huobi/BCH_BTC 交易对订单 21 买入交易已经成功!成交均价： 0.0944574 ，挂单买入： 0.0564 ，买到数量： 0.5958
2018-04-02 04:36:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-02 04:36:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-02 04:36:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111904 ，总持仓数量： 466.0768 ，总持币成本： 52.155817
2018-04-02 04:46:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-02 04:46:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.08287314800000445
2018-04-02 04:46:00,Huobi,22,买入,市价,0.0828731480000044,
2018-04-02 04:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 22 买入交易已经成功!成交均价： 0.0941481 ，挂单买入： 0.0828 ，买到数量： 0.8776
2018-04-02 04:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-02 04:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-02 04:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111871 ，总持仓数量： 466.95439999999996 ，总持币成本： 52.238648
2018-04-02 06:46:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-02 06:46:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.011446100000007675
2018-04-02 06:46:00,Huobi,23,买入,市价,0.0114461000000077,
2018-04-02 06:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 23 买入交易已经成功!成交均价： 0.0941061 ，挂单买入： 0.0114 ，买到数量： 0.1208
2018-04-02 06:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-02 06:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-02 06:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111866 ，总持仓数量： 467.0752 ，总持币成本： 52.250046
2018-04-02 07:46:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-02 07:46:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.028771196000008104
2018-04-02 07:46:00,Huobi,24,买入,市价,0.0287711960000081,
2018-04-02 07:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 24 买入交易已经成功!成交均价： 0.0939991 ，挂单买入： 0.0287 ，买到数量： 0.3046
2018-04-02 07:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-02 07:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-02 07:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111854 ，总持仓数量： 467.3798 ，总持币成本： 52.278524
2018-04-02 08:46:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-02 08:46:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.04977524000000244
2018-04-02 08:46:00,Huobi,25,买入,市价,0.0497752400000024,
2018-04-02 08:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 25 买入交易已经成功!成交均价： 0.0938141 ，挂单买入： 0.0497 ，买到数量： 0.5286
2018-04-02 08:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-02 08:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-02 08:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111834 ，总持仓数量： 467.9084 ，总持币成本： 52.327989
2018-04-02 09:46:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-02 09:46:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.04099471600000726
2018-04-02 09:46:00,Huobi,26,买入,市价,0.0409947160000073,
2018-04-02 09:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 26 买入交易已经成功!成交均价： 0.0936621 ，挂单买入： 0.0409 ，买到数量： 0.4357
2018-04-02 09:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-02 09:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-02 09:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111817 ，总持仓数量： 468.34409999999997 ，总持币成本： 52.368958
2018-04-03 05:46:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-03 05:46:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.058528436000003126
2018-04-03 05:46:00,Huobi,27,买入,市价,0.0585284360000031,
2018-04-03 05:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 27 买入交易已经成功!成交均价： 0.0934451 ，挂单买入： 0.0585 ，买到数量： 0.6247
2018-04-03 05:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-03 05:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-03 05:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111793 ，总持仓数量： 468.96880000000004 ，总持币成本： 52.427324
2018-04-03 08:12:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-03 08:12:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.0068410760000077175
2018-04-03 08:12:00,Huobi,28,买入,市价,0.00684107600000772,
2018-04-03 08:20:00,,,信息,,,Huobi/BCH_BTC 交易对订单 28 买入交易已经成功!成交均价： 0.0934201 ，挂单买入： 0.0068 ，买到数量： 0.0725
2018-04-03 08:20:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-03 08:20:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-03 08:20:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.11179 ，总持仓数量： 469.0413 ，总持币成本： 52.434216
2018-04-03 10:46:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-03 10:46:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.015150275999999963
2018-04-03 10:46:00,Huobi,29,买入,市价,0.015150276,
2018-04-03 10:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 29 买入交易已经成功!成交均价： 0.0933641 ，挂单买入： 0.0151 ，买到数量： 0.1613
2018-04-03 10:50:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-03 10:50:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-03 10:50:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111784 ，总持仓数量： 469.20259999999996 ，总持币成本： 52.449217
2018-04-03 11:00:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-03 11:00:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.0011565759999996317
2018-04-03 11:00:00,Huobi,30,买入,市价,0.00115657599999963,
2018-04-03 11:04:00,,,信息,,,Huobi/BCH_BTC 交易对订单 30 买入交易已经成功!成交均价： 0.0933601 ，挂单买入： 0.0011 ，买到数量： 0.0116
2018-04-03 11:04:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-03 11:04:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-03 11:04:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111784 ，总持仓数量： 469.2142 ，总持币成本： 52.450429
2018-04-03 11:04:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-03 11:04:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.04920792000000063
2018-04-03 11:04:00,Huobi,31,买入,市价,0.0492079200000006,
2018-04-03 11:08:00,,,信息,,,Huobi/BCH_BTC 交易对订单 31 买入交易已经成功!成交均价： 0.0931778 ，挂单买入： 0.0492 ，买到数量： 0.5269
2018-04-03 11:08:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
2018-04-03 11:08:00,,,信息,,,Huobi/BCH_BTC 交易对现在不允许做短线交易操作，现将直接按长线买入计入长线核算。
2018-04-03 11:08:00,,,信息,,,Huobi/BCH_BTC 交易对当前买入计入核算，长线持仓价格调整到： 0.111763 ，总持仓数量： 469.7411 ，总持币成本： 52.499834
2018-04-03 11:12:00,,,信息,,,满足日K线创年半内新低之后加仓到 40 %的条件，可以操作买入
2018-04-03 11:12:00,,,信息,,,Huobi_BCH_BTC交易对当前需要快速操作买入加仓到 0.4 ，预计花费 0.01645288800000344
2018-04-03 11:12:00,Huobi,32,买入,市价,0.0164528880000034,
2018-04-03 11:20:00,,,信息,,,Huobi/BCH_BTC 交易对订单 32 买入交易已经成功!成交均价： 0.0931171 ，挂单买入： 0.0164 ，买到数量： 0.1757
2018-04-03 11:20:00,,,信息,,,短线交易开闭处于关闭状态，不做短线交易
